case_id,flow_id,tags,notes,id_key,produce.topic,produce.key,produce.body.event_id,produce.body.event_name,produce.body.event_type,produce.body.bright_uid,produce.body.email,produce.body.anonymous_id,produce.body.event_time,produce.body.source,produce.body.properties.screen,produce.body.properties.score,seed.path,seed.method,seed.scenario,seed.resp,seed.is_sequence,repeat.same_flow_id,repeat.distinct_ids,repeat.concurrent,db.host,db.database,db.delay_ms,db1.table,db1.where,db1.expect,db2.table,db2.where,db2.expect,db3.table,db3.where,db3.expect,calls,kafka.bootstrap
MPF-SW-003,{{uuid:evt}},switches posture-2a,2a: legacy row is never updated - status stays at the PROCESSING default.,event_id,SINGLE_EVENT_LOCALTEST,,{{uuid:evt}},credit_score_viewed,USER_ACTIVITY,f38f7092-66e2-4b6d-8ff7-97d612d51c79,,,1785600000,android,'dashboard',720,/mixpanel/track,POST,mixpanel-ok,"status=200;raw={""status"": 1}",,1,1,1,dev-database.cjosnknqnkwp.us-west-2.rds.amazonaws.com:5432,narada_mixpanel_forwarder,8000,mixpanel_forwarder_userevent,event_id={{uuid:evt}},status=PROCESSING,,,,,,,/mixpanel/track=1,
MPF-SW-004,{{uuid:evt}},switches posture-2b,"2b (WRITE=F): no legacy row at all, ledger row present, forward sends.",event_id,SINGLE_EVENT_LOCALTEST,,{{uuid:evt}},credit_score_viewed,USER_ACTIVITY,f38f7092-66e2-4b6d-8ff7-97d612d51c79,,,1785600000,android,'dashboard',720,/mixpanel/track,POST,mixpanel-ok,"status=200;raw={""status"": 1}",,1,1,1,dev-database.cjosnknqnkwp.us-west-2.rds.amazonaws.com:5432,narada_mixpanel_forwarder,8000,mixpanel_forwarder_eventledger,event_key={{uuid:evt}},event_key=not_null,mixpanel_forwarder_userevent,event_id={{uuid:evt}},__absent__=true,,,,/mixpanel/track=1,
MPF-SW-005,{{uuid:evt}},switches posture-nosend,"MIXPANEL_SEND_ENABLED=False: ledger claimed, zero sends.",event_id,SINGLE_EVENT_LOCALTEST,,{{uuid:evt}},credit_score_viewed,USER_ACTIVITY,f38f7092-66e2-4b6d-8ff7-97d612d51c79,,,1785600000,android,'dashboard',720,/mixpanel/track,POST,mixpanel-ok,"status=200;raw={""status"": 1}",,1,1,1,dev-database.cjosnknqnkwp.us-west-2.rds.amazonaws.com:5432,narada_mixpanel_forwarder,8000,mixpanel_forwarder_eventledger,event_key={{uuid:evt}},event_key=not_null,,,,,,,/mixpanel/track=0,
MPF-SW-006,{{uuid:evt}},switches posture-nosend,Send disabled also suppresses profile creation - no userprofilestatus row.,event_id,SINGLE_EVENT_LOCALTEST,,{{uuid:evt}},credit_score_viewed,USER_ACTIVITY,{{uuid:buid}},,,1785600000,android,'dashboard',720,/mixpanel/track,POST,mixpanel-ok,"status=200;raw={""status"": 1}",,1,1,1,dev-database.cjosnknqnkwp.us-west-2.rds.amazonaws.com:5432,narada_mixpanel_forwarder,8000,mixpanel_forwarder_eventledger,event_key={{uuid:evt}},event_key=not_null,mixpanel_forwarder_userprofilestatus,identity={{uuid:buid}},__absent__=true,,,,/mixpanel/track=0,
MPF-DD-001,{{uuid:evt}},dedupe posture-r1,"Same event_id produced 3x: one ledger row, one send.",event_id,SINGLE_EVENT_LOCALTEST,,{{uuid:evt}},credit_score_viewed,USER_ACTIVITY,f38f7092-66e2-4b6d-8ff7-97d612d51c79,,,1785600000,android,'dashboard',720,/mixpanel/track,POST,mixpanel-ok,"status=200;raw={""status"": 1}",,3,1,1,dev-database.cjosnknqnkwp.us-west-2.rds.amazonaws.com:5432,narada_mixpanel_forwarder,8000,mixpanel_forwarder_eventledger,event_key={{uuid:evt}},event_key=not_null,mixpanel_forwarder_userevent,event_id={{uuid:evt}},event_id=not_null,,,,/mixpanel/track=1,
MPF-DD-002,{{uuid:evt}},dedupe posture-r1,Same event_id produced 5x: legacy serializer rejects the duplicates too.,event_id,SINGLE_EVENT_LOCALTEST,,{{uuid:evt}},credit_score_viewed,USER_ACTIVITY,f38f7092-66e2-4b6d-8ff7-97d612d51c79,,,1785600000,android,'dashboard',720,/mixpanel/track,POST,mixpanel-ok,"status=200;raw={""status"": 1}",,5,1,1,dev-database.cjosnknqnkwp.us-west-2.rds.amazonaws.com:5432,narada_mixpanel_forwarder,9000,mixpanel_forwarder_userevent,event_id={{uuid:evt}},event_id=not_null,,,,,,,/mixpanel/track=1,
MPF-DD-003,{{uuid:evt}},dedupe posture-r1,Three distinct event_ids: three sends.,event_id,SINGLE_EVENT_LOCALTEST,,{{uuid:evt}},credit_score_viewed,USER_ACTIVITY,f38f7092-66e2-4b6d-8ff7-97d612d51c79,,,1785600000,android,'dashboard',720,/mixpanel/track,POST,mixpanel-ok,"status=200;raw={""status"": 1}",,1,3,1,dev-database.cjosnknqnkwp.us-west-2.rds.amazonaws.com:5432,narada_mixpanel_forwarder,9000,mixpanel_forwarder_eventledger,event_key={{uuid:evt}}-0,event_key=not_null,,,,,,,/mixpanel/track=3,
MPF-DD-004,{{uuid:evt}},dedupe posture-r1,Replay long after first success still yields no second send.,event_id,SINGLE_EVENT_LOCALTEST,,{{uuid:evt}},credit_score_viewed,USER_ACTIVITY,f38f7092-66e2-4b6d-8ff7-97d612d51c79,,,1785600000,android,'dashboard',720,/mixpanel/track,POST,mixpanel-ok,"status=200;raw={""status"": 1}",,2,1,1,dev-database.cjosnknqnkwp.us-west-2.rds.amazonaws.com:5432,narada_mixpanel_forwarder,10000,mixpanel_forwarder_eventledger,event_key={{uuid:evt}},event_key=not_null,,,,,,,/mixpanel/track=1,
MPF-DD-005,{{uuid:evt}},dedupe posture-2b,"2b posture: ledger claim is the only dedupe gate, replay still sends once.",event_id,SINGLE_EVENT_LOCALTEST,,{{uuid:evt}},credit_score_viewed,USER_ACTIVITY,f38f7092-66e2-4b6d-8ff7-97d612d51c79,,,1785600000,android,'dashboard',720,/mixpanel/track,POST,mixpanel-ok,"status=200;raw={""status"": 1}",,3,1,1,dev-database.cjosnknqnkwp.us-west-2.rds.amazonaws.com:5432,narada_mixpanel_forwarder,8000,mixpanel_forwarder_eventledger,event_key={{uuid:evt}},event_key=not_null,mixpanel_forwarder_userevent,event_id={{uuid:evt}},__absent__=true,,,,/mixpanel/track=1,
MPF-DD-006,{{uuid:evt}},dedupe posture-r1,"Long non-UUID event_id is accepted (column is varchar, not uuid).",event_id,SINGLE_EVENT_LOCALTEST,,{{uuid:evt}},credit_score_viewed,USER_ACTIVITY,f38f7092-66e2-4b6d-8ff7-97d612d51c79,,,1785600000,android,'dashboard',720,/mixpanel/track,POST,mixpanel-ok,"status=200;raw={""status"": 1}",,1,1,1,dev-database.cjosnknqnkwp.us-west-2.rds.amazonaws.com:5432,narada_mixpanel_forwarder,8000,mixpanel_forwarder_eventledger,event_key={{uuid:evt}},event_key=not_null,,,,,,,/mixpanel/track=1,
MPF-RL-001,{{uuid:evt}},reliability posture-2a-fastretry,"Mixpanel 500: retried, so more than one HTTP attempt is made.",event_id,SINGLE_EVENT_LOCALTEST,,{{uuid:evt}},credit_score_viewed,USER_ACTIVITY,f38f7092-66e2-4b6d-8ff7-97d612d51c79,,,1785600000,android,'dashboard',720,/mixpanel/track,POST,mixpanel-500,status=500,,1,1,1,dev-database.cjosnknqnkwp.us-west-2.rds.amazonaws.com:5432,narada_mixpanel_forwarder,20000,mixpanel_forwarder_eventledger,event_key={{uuid:evt}},event_key=not_null,,,,,,,/mixpanel/track>=2,
MPF-RL-002,{{uuid:evt}},reliability posture-2a-fastretry,"500 then 200: recovers, single ledger row, no duplicate delivery.",event_id,SINGLE_EVENT_LOCALTEST,,{{uuid:evt}},credit_score_viewed,USER_ACTIVITY,f38f7092-66e2-4b6d-8ff7-97d612d51c79,,,1785600000,android,'dashboard',720,/mixpanel/track,POST,mixpanel-flap,status=500,true,1,1,1,dev-database.cjosnknqnkwp.us-west-2.rds.amazonaws.com:5432,narada_mixpanel_forwarder,20000,mixpanel_forwarder_eventledger,event_key={{uuid:evt}},event_key=not_null,,,,,,,/mixpanel/track>=2,
MPF-RL-002,,,,,,,,,,,,,,,,,/mixpanel/track,POST,mixpanel-flap,"status=200;raw={""status"": 1}",,,,,,,,,,,,,,,,,,
MPF-RL-003,{{uuid:evt}},reliability posture-2a-fastretry,429 rate limit is retried (no classifier yet - documents current behaviour).,event_id,SINGLE_EVENT_LOCALTEST,,{{uuid:evt}},credit_score_viewed,USER_ACTIVITY,f38f7092-66e2-4b6d-8ff7-97d612d51c79,,,1785600000,android,'dashboard',720,/mixpanel/track,POST,mixpanel-429,status=429,,1,1,1,dev-database.cjosnknqnkwp.us-west-2.rds.amazonaws.com:5432,narada_mixpanel_forwarder,20000,mixpanel_forwarder_eventledger,event_key={{uuid:evt}},event_key=not_null,,,,,,,/mixpanel/track>=2,
MPF-RL-004,{{uuid:evt}},reliability posture-2a-fastretry,400 is ALSO retried today - will change when the error classifier lands.,event_id,SINGLE_EVENT_LOCALTEST,,{{uuid:evt}},credit_score_viewed,USER_ACTIVITY,f38f7092-66e2-4b6d-8ff7-97d612d51c79,,,1785600000,android,'dashboard',720,/mixpanel/track,POST,mixpanel-400,status=400,,1,1,1,dev-database.cjosnknqnkwp.us-west-2.rds.amazonaws.com:5432,narada_mixpanel_forwarder,20000,mixpanel_forwarder_eventledger,event_key={{uuid:evt}},event_key=not_null,,,,,,,/mixpanel/track>=1,
MPF-RL-005,{{uuid:evt}},reliability posture-2a-fastretry,Application-level failure body ({status:0}) is treated as a failure.,event_id,SINGLE_EVENT_LOCALTEST,,{{uuid:evt}},credit_score_viewed,USER_ACTIVITY,f38f7092-66e2-4b6d-8ff7-97d612d51c79,,,1785600000,android,'dashboard',720,/mixpanel/track,POST,mixpanel-appfail,"status=200;raw={""status"": 0\, ""error"": ""invalid_data""}",,1,1,1,dev-database.cjosnknqnkwp.us-west-2.rds.amazonaws.com:5432,narada_mixpanel_forwarder,20000,mixpanel_forwarder_eventledger,event_key={{uuid:evt}},event_key=not_null,,,,,,,/mixpanel/track>=2,
MPF-RL-006,{{uuid:evt}},reliability posture-2a-fastretry,Response slower than MIXPANEL_REQUEST_TIMEOUT times out and retries.,event_id,SINGLE_EVENT_LOCALTEST,,{{uuid:evt}},credit_score_viewed,USER_ACTIVITY,f38f7092-66e2-4b6d-8ff7-97d612d51c79,,,1785600000,android,'dashboard',720,/mixpanel/track,POST,mixpanel-slow,"status=200;delay_ms=15000;raw={""status"": 1}",,1,1,1,dev-database.cjosnknqnkwp.us-west-2.rds.amazonaws.com:5432,narada_mixpanel_forwarder,20000,mixpanel_forwarder_eventledger,event_key={{uuid:evt}},event_key=not_null,,,,,,,/mixpanel/track>=1,
MPF-RL-007,{{uuid:evt}},reliability posture-2a-fastretry,2a + MIXPANEL_DEV_FAST_RETRY: 500 forever exhausts the ladder and parks in the DLQ.,event_id,SINGLE_EVENT_LOCALTEST,,{{uuid:evt}},credit_score_viewed,USER_ACTIVITY,f38f7092-66e2-4b6d-8ff7-97d612d51c79,,,1785600000,android,'dashboard',720,/mixpanel/track,POST,mixpanel-500,status=500,,1,1,1,dev-database.cjosnknqnkwp.us-west-2.rds.amazonaws.com:5432,narada_mixpanel_forwarder,25000,mixpanel_forwarder_eventledger,event_key={{uuid:evt}},event_key=not_null,,,,,,,/mixpanel/track>=4,
MPF-RL-008,{{uuid:evt}},reliability posture-r1,Legacy failure marks the legacy row ERROR on the first attempt (before any retry fires); ledger row is unaffected.,event_id,SINGLE_EVENT_LOCALTEST,,{{uuid:evt}},credit_score_viewed,USER_ACTIVITY,f38f7092-66e2-4b6d-8ff7-97d612d51c79,,,1785600000,android,'dashboard',720,/mixpanel/track,POST,mixpanel-500,status=500,,1,1,1,dev-database.cjosnknqnkwp.us-west-2.rds.amazonaws.com:5432,narada_mixpanel_forwarder,15000,mixpanel_forwarder_userevent,event_id={{uuid:evt}},status=ERROR,mixpanel_forwarder_eventledger,event_key={{uuid:evt}},event_key=not_null,,,,/mixpanel/track>=1,
MPF-ST-001,{{uuid:evt}},stress posture-r1,20 concurrent produces of the SAME event_id: UNIQUE race yields exactly one send.,event_id,SINGLE_EVENT_LOCALTEST,,{{uuid:evt}},credit_score_viewed,USER_ACTIVITY,f38f7092-66e2-4b6d-8ff7-97d612d51c79,,,1785600000,android,'dashboard',720,/mixpanel/track,POST,mixpanel-ok,"status=200;raw={""status"": 1}",,1,1,20,dev-database.cjosnknqnkwp.us-west-2.rds.amazonaws.com:5432,narada_mixpanel_forwarder,20000,mixpanel_forwarder_eventledger,event_key={{uuid:evt}},event_key=not_null,,,,,,,/mixpanel/track=1,
MPF-ST-002,{{uuid:evt}},stress posture-r1,50 distinct events concurrently: all 50 delivered.,event_id,SINGLE_EVENT_LOCALTEST,,{{uuid:evt}},credit_score_viewed,USER_ACTIVITY,f38f7092-66e2-4b6d-8ff7-97d612d51c79,,,1785600000,android,'dashboard',720,/mixpanel/track,POST,mixpanel-ok,"status=200;raw={""status"": 1}",,1,50,1,dev-database.cjosnknqnkwp.us-west-2.rds.amazonaws.com:5432,narada_mixpanel_forwarder,45000,mixpanel_forwarder_eventledger,event_key={{uuid:evt}}-0,event_key=not_null,,,,,,,/mixpanel/track=50,
MPF-ST-003,{{uuid:evt}},stress posture-r1,200 distinct events sequentially: throughput / soak.,event_id,SINGLE_EVENT_LOCALTEST,,{{uuid:evt}},credit_score_viewed,USER_ACTIVITY,f38f7092-66e2-4b6d-8ff7-97d612d51c79,,,1785600000,android,'dashboard',720,/mixpanel/track,POST,mixpanel-ok,"status=200;raw={""status"": 1}",,1,200,1,dev-database.cjosnknqnkwp.us-west-2.rds.amazonaws.com:5432,narada_mixpanel_forwarder,90000,mixpanel_forwarder_eventledger,event_key={{uuid:evt}}-0,event_key=not_null,,,,,,,/mixpanel/track>=200,
MPF-ST-004,{{uuid:evt}},stress posture-r1,Concurrency against a 500ms-slow Mixpanel: no cascading failure.,event_id,SINGLE_EVENT_LOCALTEST,,{{uuid:evt}},credit_score_viewed,USER_ACTIVITY,f38f7092-66e2-4b6d-8ff7-97d612d51c79,,,1785600000,android,'dashboard',720,/mixpanel/track,POST,mixpanel-slow-ok,"status=200;delay_ms=500;raw={""status"": 1}",,1,1,20,dev-database.cjosnknqnkwp.us-west-2.rds.amazonaws.com:5432,narada_mixpanel_forwarder,30000,mixpanel_forwarder_eventledger,event_key={{uuid:evt}},event_key=not_null,,,,,,,/mixpanel/track=1,
MPF-ST-005,{{uuid:evt}},stress posture-r1,"10 concurrent blacklisted events: nothing written, nothing sent.",event_id,SINGLE_EVENT_LOCALTEST,,{{uuid:evt}},NOTIFICATION_FAILED,USER_ACTIVITY,f38f7092-66e2-4b6d-8ff7-97d612d51c79,,,1785600000,android,'dashboard',720,/mixpanel/track,POST,mixpanel-ok,"status=200;raw={""status"": 1}",,1,1,10,dev-database.cjosnknqnkwp.us-west-2.rds.amazonaws.com:5432,narada_mixpanel_forwarder,15000,mixpanel_forwarder_eventledger,event_key={{uuid:evt}},__absent__=true,mixpanel_forwarder_userevent,event_id={{uuid:evt}},__absent__=true,,,,/mixpanel/track=0,
MPF-ST-006,{{uuid:evt}},stress posture-2b,2b posture under 30 concurrent distinct events: ledger-only path holds up.,event_id,SINGLE_EVENT_LOCALTEST,,{{uuid:evt}},credit_score_viewed,USER_ACTIVITY,f38f7092-66e2-4b6d-8ff7-97d612d51c79,,,1785600000,android,'dashboard',720,/mixpanel/track,POST,mixpanel-ok,"status=200;raw={""status"": 1}",,1,30,1,dev-database.cjosnknqnkwp.us-west-2.rds.amazonaws.com:5432,narada_mixpanel_forwarder,40000,mixpanel_forwarder_eventledger,event_key={{uuid:evt}}-0,event_key=not_null,mixpanel_forwarder_userevent,event_id={{uuid:evt}}-0,__absent__=true,,,,/mixpanel/track=30,
MPF-DG-001,{{uuid:evt}},degraded posture-r1-nokafka,Kafka unreachable for the forward producer: R1 legacy still delivers.,event_id,SINGLE_EVENT_LOCALTEST,,{{uuid:evt}},credit_score_viewed,USER_ACTIVITY,f38f7092-66e2-4b6d-8ff7-97d612d51c79,,,1785600000,android,'dashboard',720,/mixpanel/track,POST,mixpanel-ok,"status=200;raw={""status"": 1}",,1,1,1,dev-database.cjosnknqnkwp.us-west-2.rds.amazonaws.com:5432,narada_mixpanel_forwarder,15000,mixpanel_forwarder_userevent,event_id={{uuid:evt}},event_id=not_null,,,,,,,/mixpanel/track=1,
MPF-DG-002,{{uuid:evt}},degraded posture-r1-notopic,"Platform topic unset: produce fails at the call site, legacy unaffected.",event_id,SINGLE_EVENT_LOCALTEST,,{{uuid:evt}},credit_score_viewed,USER_ACTIVITY,f38f7092-66e2-4b6d-8ff7-97d612d51c79,,,1785600000,android,'dashboard',720,/mixpanel/track,POST,mixpanel-ok,"status=200;raw={""status"": 1}",,1,1,1,dev-database.cjosnknqnkwp.us-west-2.rds.amazonaws.com:5432,narada_mixpanel_forwarder,15000,mixpanel_forwarder_userevent,event_id={{uuid:evt}},event_id=not_null,,,,,,,/mixpanel/track=1,
MPF-DG-003,{{uuid:evt}},degraded posture-r1,"Mixpanel connection refused (no scenario seeded -> mock 404s): retried, not crashed.",event_id,SINGLE_EVENT_LOCALTEST,,{{uuid:evt}},credit_score_viewed,USER_ACTIVITY,f38f7092-66e2-4b6d-8ff7-97d612d51c79,,,1785600000,android,'dashboard',720,/mixpanel/track,POST,mixpanel-404,status=404,,1,1,1,dev-database.cjosnknqnkwp.us-west-2.rds.amazonaws.com:5432,narada_mixpanel_forwarder,20000,mixpanel_forwarder_eventledger,event_key={{uuid:evt}},event_key=not_null,,,,,,,/mixpanel/track>=1,
MPF-DG-004,{{uuid:evt}},degraded posture-2a-nokafka,2a + Kafka down: failure is NOT swallowed - event does not silently vanish.,event_id,SINGLE_EVENT_LOCALTEST,,{{uuid:evt}},credit_score_viewed,USER_ACTIVITY,f38f7092-66e2-4b6d-8ff7-97d612d51c79,,,1785600000,android,'dashboard',720,/mixpanel/track,POST,mixpanel-ok,"status=200;raw={""status"": 1}",,1,1,1,dev-database.cjosnknqnkwp.us-west-2.rds.amazonaws.com:5432,narada_mixpanel_forwarder,15000,mixpanel_forwarder_eventledger,event_key={{uuid:evt}},event_key=not_null,,,,,,,/mixpanel/track=1,
